item_id,legalbench_task,domain,task_family,ground_truth,expert_prompt_preview
diversity_6__test__293,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Elijah is from Hawaii. Benjamin is from Connecticut. Noah is from Kentucky. Henry is from Nebraska. Elijah and Benjamin both sue Noah for medical malpractice for $8,000 and copyright infringement for ..."
diversity_6__test__294,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Ava is from Indiana. Benjamin is from Connecticut. Theodore is from Hawaii. Liam is from Rhode Island. Ava and Benjamin both sue Theodore for trademark infringement for $45,000 and patent infringement..."
diversity_6__test__295,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Olivia is from Colorado. Amelia is from Washington. Benjamin is from Indiana. Theodore is from Illinois. Olivia and Amelia both sue Benjamin for patent infringement for $63,000 and breach of contract ..."
diversity_6__test__296,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Mia is from Connecticut. Elijah is from Utah. Ava is from Virginia. William is from Arizona. Mia and Elijah both sue Ava for legal malpractice for $52,000 and patent infringement for $55,000. Mia and ..."
diversity_6__test__297,diversity_6,civil_procedure_diversity,civil_procedure_diversity,Yes,"Oliver is from New York. Benjamin is from Kentucky. Evelyn is from Oklahoma. Noah is from Maryland. Oliver and Benjamin both sue Evelyn for copyright infringement for $23,000 and legal malpractice for..."
diversity_6__test__298,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Benjamin is from Minnesota. Elijah is from Nevada. Amelia is from Missouri. Evelyn is from Minnesota. Benjamin and Elijah both sue Amelia for trademark infringement for $14,000 and breach of contract ..."
diversity_6__test__299,diversity_6,civil_procedure_diversity,civil_procedure_diversity,No,"Harper is from New Jersey. Olivia is from Oregon. Liam is from Maine. Amelia is from New Jersey. Harper and Olivia both sue Liam for patent infringement for $22,000 and trespass for $82,000. Harper an..."
proa__test__5,proa,statutory_private_rights,statutory_private_rights,Yes,A Maryland railroad company that neglects or refuses to comply with the requirements of this section is liable for any resulting injuries to individuals or damages to property.
proa__test__6,proa,statutory_private_rights,statutory_private_rights,Yes,A payor bank is liable to its customer for damages proximately caused by the wrongful dishonor of an item.
proa__test__7,proa,statutory_private_rights,statutory_private_rights,Yes,A person acting as an investment adviser or investment adviser representative that provides investment advice for compensation in violation of the previous subsection is liable to the client.
proa__test__8,proa,statutory_private_rights,statutory_private_rights,Yes,A person may bring a civil action to enforce a claim under this subsection in an appropriate court of competent jurisdiction.
proa__test__9,proa,statutory_private_rights,statutory_private_rights,Yes,A person to whom warranties are made under this Section and who took the item in good faith may recover from the warrantor as damages for breach of warranty an amount equal to the loss suffered as a r...
proa__test__10,proa,statutory_private_rights,statutory_private_rights,Yes,A person who suffers damages as a result of a violation of this section may recover those damages together with reasonable attorney's fees in a civil action under this section.
proa__test__11,proa,statutory_private_rights,statutory_private_rights,Yes,A person whose religious exercise is burdened in violation of this section may assert that violation as a claim or defense in a judicial proceeding and obtain appropriate relief against agovernment. A...
proa__test__12,proa,statutory_private_rights,statutory_private_rights,Yes,A produce wholesaler who violates any provision of this subsection shall be liable to any person injured thereby for the amount of damages sustained in consequence of such violation and such liability...
proa__test__13,proa,statutory_private_rights,statutory_private_rights,Yes,"A residential tenant may bring a civil action for a violation of this section and recover from the landlord $250 or actual damages, whichever is greater, and reasonable attorney's fees."
proa__test__14,proa,statutory_private_rights,statutory_private_rights,Yes,"A service contract holder may bring an action in a court of competent jurisdiction for damages, injunctive relief, restitution, or other appropriate relief for a threatened or existing violation relat..."
proa__test__15,proa,statutory_private_rights,statutory_private_rights,Yes,"An individual who suffers an ascertainable loss by a violation of may bring an action, but only against a person who has directly violated."
proa__test__16,proa,statutory_private_rights,statutory_private_rights,Yes,Any owner or tenant of residential real property shall have a private right of action for damages against any person who installs or affixes a video imaging device on property adjoining such residenti...
proa__test__17,proa,statutory_private_rights,statutory_private_rights,Yes,Any creditor refusing or neglecting to do so for ten (10) days after payment shall be liable to any person injured to the amount of injury and for cost of suit.
proa__test__18,proa,statutory_private_rights,statutory_private_rights,Yes,Any obligor who is aggrieved as a result of a violation of this section may bring a civil contempt proceeding against the employer by filing an appropriate motion in the cause of action from which the...
proa__test__19,proa,statutory_private_rights,statutory_private_rights,Yes,Any person who executes a will disposing of all or part of an estate located in Arkansas may institute an action in the circuit court of the appropriate county of this state for a declaratory judgment...
proa__test__20,proa,statutory_private_rights,statutory_private_rights,Yes,Any person who has received more than one telephone solicitation within any 12 month period by or on behalf of the same person or entity in violation of subsection (c) or (g) of this Code section may ...
proa__test__21,proa,statutory_private_rights,statutory_private_rights,Yes,"Any person who is a victim of human trafficking may bring a civil action against any person who caused, was responsible for or profited from the human trafficking."
proa__test__22,proa,statutory_private_rights,statutory_private_rights,Yes,Any person who is given a polygraph examination and who suffers damages as a result of such polygraph examination having been administered in a negligent manner shall have a cause of action against th...
proa__test__23,proa,statutory_private_rights,statutory_private_rights,Yes,Any person who suffers harm pursuant to this section may recover his or her damages in a civil action against the offender.
proa__test__24,proa,statutory_private_rights,statutory_private_rights,Yes,Every partner who shall be guilty of any fraud in the affairs or business of the partnership shall be liable civilly to the party injured to the extent of his damage.
proa__test__25,proa,statutory_private_rights,statutory_private_rights,Yes,"If a person makes a false return to any such writ he shall be liable to the action of the party aggrieved, and also to any action at common law for false imprisonment or unlawful restraint."
proa__test__26,proa,statutory_private_rights,statutory_private_rights,Yes,"A private cause of action lies against a person who intentionally distributes by any means a photograph, film, videotape, recording, or any other reproduction of another, without the other’s consent."
proa__test__27,proa,statutory_private_rights,statutory_private_rights,Yes,"If an insurer or an insurer's agent issues an insurance policy without authority and the policyholder sustains a loss or damage covered under the policy, the insurer is liable to the policyholder unde..."
proa__test__28,proa,statutory_private_rights,statutory_private_rights,Yes,"If any laborer, without good cause, shall abandon his or her employer before the expiration of his or her contract, he or she shall be liable to his or her employer for the full amount of any account ..."
proa__test__29,proa,statutory_private_rights,statutory_private_rights,Yes,"If the industrial commissioner fails to maintain an action pursuant to subdivision one hereof within fifteen days ofbeing notified by certified mail of such an alleged violation, any industrial homewo..."
proa__test__30,proa,statutory_private_rights,statutory_private_rights,Yes,"In addition to all other penalties, rights, or remedies provided by law, an individual or entity that uses or attempts to use its official authority or influence for the purpose of interfering with th..."
proa__test__31,proa,statutory_private_rights,statutory_private_rights,Yes,"In the event that no injunctive relief is sought or required, any person injured by a violation of Unfair Cigarette Sales Law may maintain an action for damages and costs of suit in any court of gener..."
proa__test__32,proa,statutory_private_rights,statutory_private_rights,Yes,"It shall be unlawful for any person to drive a motor vehicle upon, across or onto the lawn, sidewalk, yard, farmland, crops or fences or other real or personal property of another person, intentionall..."
proa__test__33,proa,statutory_private_rights,statutory_private_rights,Yes,"No employer may discharge any employee by reason of the fact that earnings have been subjected to garnishment or execution. If an employer discharges an employee in violation of this section, the empl..."
proa__test__34,proa,statutory_private_rights,statutory_private_rights,Yes,Nothing in this section prevents a consumer that has accepted a cure offer from bringing a civil action against a creditor or debt collector for failing to timely effect the cure offer.
proa__test__35,proa,statutory_private_rights,statutory_private_rights,Yes,The buyer or the seller may commence legal proceedings against the other party or assert a claim as a counterclaim or defense in an action brought by the seller or buyers after the receipt of the repo...
proa__test__36,proa,statutory_private_rights,statutory_private_rights,Yes,The card holder may commence a civil action if the issuer does not pay to the card holder the amount owed under Subsection (4) within 30 calendar days from the day on which the notice is mailed.
proa__test__37,proa,statutory_private_rights,statutory_private_rights,Yes,The common areas and facilities shall remain undivided. A condominium unit owner or any other person may bring an action for partition or division of any part of the common areas and facilities if the...
proa__test__38,proa,statutory_private_rights,statutory_private_rights,Yes,A private cause of action shall be available to any victim of a violation of this subchapter.
proa__test__39,proa,statutory_private_rights,statutory_private_rights,Yes,The owner of any real property designated as a benefited property in the instrument creating the environmental control easement or the occupant of the benefited real property may maintain an action fo...
proa__test__40,proa,statutory_private_rights,statutory_private_rights,Yes,The person making payment may recover from any warrantor for breach of warranty an amount equal to the amount paid plus expenses and loss of interest resulting from the breach.
proa__test__41,proa,statutory_private_rights,statutory_private_rights,Yes,"The sister state personal representative may bring an action against a holder of the decedent's property, and may be awarded attorney's fees, as provided in subdivision (b) of Section 13105."
proa__test__42,proa,statutory_private_rights,statutory_private_rights,Yes,The tenant shall be liable to the landlord for any damage proximately caused by the tenant's unreasonable refusal to allow access as provided in section 521-53(a) .
proa__test__43,proa,statutory_private_rights,statutory_private_rights,Yes,"Upon a violation of any provision of this act, an aggrieved person may, in addition to any other available remedy, institute civil action in a court of competent jurisdiction, within one year from the..."
proa__test__44,proa,statutory_private_rights,statutory_private_rights,Yes,"Whenever a dog has bitten a human being on at least two separate occasions for which none of the exceptions specified in sectionapply, any person may bring an action against the owner of the dog in th..."
proa__test__45,proa,statutory_private_rights,statutory_private_rights,Yes,"Where an insurer has been soadjudicated to be insolvent, any person who has a cause of action against an insured of such insurer under a liability insurance policy issued by such insurer shall have th..."
